,Snippet,Sentiment
749,RT @BehrGris: @GuruJeremy This is why I don't buy white women Starbucks frapp�s. If she gets intoxicated I'm fucked,negative
750,"In dire need of a decent coffee this morning. Sadly, Starbucks will have to do.",negative
751,@Starbucks @StarbucksUK Thanks for allowing the change of dairy milk to soya for free in your Scottish Stores - makes life so much sweeter,neutral
752,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
753,RT belvoir333: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? �,neutral
754,My @FitnessRewards1 free starbucks is there ?,neutral
755,As a customer AND UK citizen... C'mon @BootsUK @AmazonUK @StarbucksUK @google !! (and @VodafoneUK @Topshop !!) pic.twitter.com/PXfX0KoRl4,neutral
756,went to starbucks y/day n its rather a sad place full of lonely ppl x,negative
757,"""It's Beginning to Look a Lot Like Christmas..."" playing in Starbucks this morning. Really?",neutral
758,RT @JNewellPhotos: @StarbucksUK And the huge delay between my toast and drinks being ready means cold toast :'( Should have gone to @gordonstcoffee,neutral
759,@unsolvedhes IM AT STARBUCKS AMAN CENTRAL NOW,neutral
760,RT @deegeemariegift: #mustache #moustache #koozie #mustaches #Starbucks #gifts etsy.com/listing/257095� #etsymntt #guys #boyfriend #manly pic.twitter.com/zxkeGru6QD,neutral
761,RT @deegeemariegift: #mustache #moustache #coffee #mustaches #Starbucks #gifts etsy.com/listing/257090� #etsymntt #guys #boyfriend #latte pic.twitter.com/kGBrW0qHq1,neutral
762,Need coffee right now but realised I have no milk. #DOH Wish there was a #starbucks near me right now...,neutral
763,Happy New Year #sbarro #starbucks #ph #ayla instagram.com/p/_8nSYvs18q/,positive
764,#ayylmao #Coffee #Starbucks #selfie #mlp #funny #meme #lol #why #fluttershy #rarity #applejack #pinkiepie #yiff #cl� pic.twitter.com/OOnuExWVB3,neutral
765,#ayylmao #Coffee #Starbucks #selfie #mlp #funny #meme #lol #why #fluttershy #rarity #applejack #pinkiepie #yiff #cl� pic.twitter.com/4Y3hHnbCk8,neutral
766,Trying to bribe my mum to take me to Starbucks to get coffee isn't working.,negative
767,@StarbucksUK your chestnut wrap is really not nice. :( Put me off buying food at Starbucks again Non-dry veggie stuff in future please?,negative
768,RT @ddlovato: Just tried to buy the remaining Holiday Spice inventory from the @starbucks next to my house but there was barely any left... ,positive
769,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
770,"RT @magicarp8: Our favourite #London @Starbucks is at #Katherine's Dock ! Great location, magical views ! #InternationalCoffeeDay pic.twitter.com/ti17GZfnM0",positive
771,LIVE on #Periscope: Starbucks #ChatScope! Dubai edition... periscope.tv/w/aVS_QjY2Nzk4�,neutral
772,"@BBCScotland @StarbucksUK hey we ain't Indy yet, so take the guys money pic.twitter.com/n65DKJ1y0k",neutral
773,Will 2016 Be Starbucks Corporation's Best Year Yet?: Image by Flickr user Jason Cipriani under Creative Common... sh.st/nUZtY,neutral
774,"RT @nihilist_arbys: Hey @Starbucks, go fuck yourself. Please eat at Arbys.",neutral
775,Starbucks inside Caesar's. The only jackpot you actually have a chance of hitting in Las Vegas. And I mean Venti pic.twitter.com/UCrOQ5qfCB,neutral
776,Favorite coffee table books . . . today. #reading #paris #london #starbucks instagram.com/p/_8ehyWD2BL/,positive
777,RT @deegeemariegift: #mustache #moustache #koozie #mustaches #Starbucks #gifts etsy.com/listing/257095� #etsymntt #guys #boyfriend #manly pic.twitter.com/zxkeGru6QD,neutral
778,@recklousslwt July: I tried on a prom dress and had my first Starbucks ! My holiday to Ireland started on the 29th pic.twitter.com/8huA3TPvIY,neutral
779,RT @deegeemariegift: #mustache #moustache #koozie #mustaches #Starbucks #gifts etsy.com/listing/257095� #etsymntt #guys #boyfriend #manly pic.twitter.com/zxkeGru6QD,neutral
780, RT @ActorTrivia: There is a Starbucks cup in every single scene of Fight Club.,neutral
781,"RT @MostFanFics: ""He spilt Starbucks all over me""
""We met at Starbucks"" pic.twitter.com/UQjASL05E3",neutral
782,My new favourite Starbucks drink; London Fog tap-trip.com/countries/us/p� #taptrip pic.twitter.com/7YQuWiOQmm,positive
783,@lilysoutter #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp,neutral
784,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/9DXC4oNHed,neutral
785,Now that I've finished my @Starbucks London Fog tea I am ready for bed ,neutral
786,RT @BenPhillipsUK: Netflix and Chill by night... Starbucks and stress by day! ,neutral
787,Tickers trending on TWTR in last 1 hour $BIIB $JNJ $SBUX $USDINR cityfalcon.com/watchlists?ass� pic.twitter.com/Dl1ImDUP4d,neutral
788,RT @deegeemariegift: #mustache #moustache #coffee #mustaches #Starbucks #gifts etsy.com/listing/257090� #etsymntt #guys #boyfriend #latte pic.twitter.com/kGBrW0qHq1,neutral
789,RT @deegeemariegift: #mustache #moustache #coffee #mustaches #Starbucks #gifts etsy.com/listing/257090� #etsymntt #guys #boyfriend #latte pic.twitter.com/kGBrW0qHq1,neutral
790,RT @deegeemariegift: #mustache #moustache #coffee #mustaches #Starbucks #gifts etsy.com/listing/257090� #etsymntt #guys #boyfriend #latte pic.twitter.com/kGBrW0qHq1,neutral
791,See why these assets are trending in 1 watchlist $BIIB $JNJ $SBUX $USDINR cityfalcon.com/watchlists?ass� pic.twitter.com/ZUwoePK8yV,neutral
792,RT @WorldProTips: The best things in life are free. Concert Tickets: LOL Merch: LOL Food: LOL Internet: LOL Car: LOL Starbucks: LOL Pizza: LOL,positive
793,97. Starbucks or Costa?,neutral
794,This is AMAZING!! I think I've found a new fave Starbucks drink; London Fog #LondonFog� instagram.com/p/_8YfyDA0t0/,positive
795,RT @UnitedgamerzHQ: Fuck Starbucks pic.twitter.com/qj9JVctCKe,negative
796,"@sarahgdougherty @ColstonLateral @MikeSlush @sarah_smylie Starbucks, north face jacket and ugg boots? I'm ringing ma'.. I found the 'one'",neutral
797,#2TypesofPeople when #BackToSchool-#Jimin:Can't wait to see all my friends.#Tae:My #Starbucks' half empty.#bts #vmin pic.twitter.com/P7r6XDYgqF,neutral
798,#2TypesofPeople when #BackToSchool-#Jimin:Can't wait to see all my friends.#Tae:My #Starbucks' half empty.#bts #vmin pic.twitter.com/e88PAYGAGv,neutral
799,Starbucks Shift Supervisor - JarrowJob Description - Engaging and connecting with customers ensuring your actions... fb.me/RdBmC8JL,neutral
800,#2TypesofPeople when #BackToSchool-#Jimin:Cant wait to see all my friends.#V:I'll survive with #Starbucks.#bts #vmin pic.twitter.com/tyDtwhHly2,neutral
801,@ToriKelly the starbucks lady reminds me of a crab coz her hands are cray like what is happening what are thoseee,neutral
802,"One cool Christmas gift, all the way from England...Starbucks coffee� instagram.com/p/_8PKbVlLbT8v�",positive
803,My Starbucks was sooo good today and now I am in need of another one pic.twitter.com/BRZHtdOEtt,positive
804,"reverb on guitar plucks, cigarettes and Starbucks",neutral
805,RT @ecom_asia: Starbucks Launches E-Commerce Site On Alibaba's Tmall - Investor's Business Daily ift.tt/1SioFLT,neutral
806,Starbucks is a place for people with shit decision making skills to make up to 8 trivial choices to get a single cup of fucking coffee,negative
807,@Ajarncom @Starbucks That's why I rarely use Starbucks in Thailand. Only country I've been where wifi not free at SBUX.,neutral
808,"A photo by nugraphe The origin of the name ""Instagram"" ,jakarta ,plazasenayan ,ps ,starbucks ,sbux ,palem ,insta� pic.twitter.com/SST4ZJcGqg",neutral
809,Last day of 2015. Exciting. I will finally use my 2016 Starbucks planner that I got early last month.,positive
810,In @Starbucks in NYC and a big giant rat was running about! #ittouchedmyfoot,neutral
811,"Starbucks, cinema to see Snoopy, and Waterstones for some new books for me and my fianc� tomorrow ",neutral
812,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
813,Starbucks' new London digital concept store puts focus on customer experience lnkd.in/enZAYxH,neutral
814,GiftCard_Coupon: L L L #GiftCard #Coupon Starbucks London Big Ben Gift Card 2011 #6074 #Discount #Bargains�� � pic.twitter.com/u6JBQT8SLQ,neutral
815,"Awesome coffee @ conversation with a great friend (@ Starbucks in Nottingham, MD) swarmapp.com/c/0Yw36CI0CsP",positive
816,RT @GraysonDolan: I'm going to the Starbucks olympics 2018 and im gonna win.,neutral
817,Think I have a slight obsession with @StarbucksUK considering half my money gets spent there.. Lol ,neutral
818,Looking at my bank statement and all I see is payments to Starbucks lol.. Obsessed much @Starbucks #borehamwood,neutral
819,@ToriKelly I bet that starbucks cup is empty,neutral
820,"RT @HoverBoardFalls: ""NOT THE STARBUCKS"" pic.twitter.com/UoSrKuwn4c",neutral
821,RT @MotherJones: Is Uber ripping off its drivers? The woman who beat Starbucks and FedEx in court says yes mojo.ly/1YNZaqV pic.twitter.com/LYqcp2O3p7,negative
822,Almost 25 and starbucks baristas still think she is a school girl because of her work laptop's bag. Haih. Bila nak jadi muka wanita ni,neutral
823,"to Know you like Starbucks coffee, enjoy!! :)",positive
824,@ToriKelly Starbucks goals tho,neutral
825,She cried at Starbucks.. Same twitter.com/ricardojkay/st�,neutral
826,RT @RickyRebelRocks: Maybe the best #quote of all time. #iggypop #badass #rebel #RickyRebel @ Starbucks instagram.com/p/_7uUTTlWpI/,positive
827,"RT @shopkickreward1: Get FREE gift cards from popular stores like Target, Starbucks, Sephora & more! Get the Shopkick App for your Phone: get.shopkick.com/fremont60522",neutral
828,Made it to the top! Just reached Gold with the @StarbucksUK app. itunes.apple.com/app/id331177714,neutral
829,Concept: Starbucks fraps with baileys,neutral
830,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/9DXC4oNHed,neutral
831,"RT @llvvzz: I hope Starbucks is paying you to post their shitty coffee on your social media everyday. If not, you're an idiot: An idiot with bad taste.",negative
832," Could Amazon, Google, Starbucks, Boots, Topshop and Vodafone pay their taxes to help all the flood... tmblr.co/ZCGyGl1_xpXhQ",neutral
833,Today I went to Starbucks for the first time and I bought a Starbucks case for my phone.,neutral
834,@RachelWood77 fingers crossed on 2016 and I meet nathan sykes and he takes me on a starbucks date just like he said pic.twitter.com/NbG3rKOKTb,neutral
835,So I can drive to Costa/Starbucks,neutral
836,RT @coloringcaylen: shoutout to @Starbucks for having nothing they need to make my order and then doing it completely wrong and having to redo it.,negative
837,RT @twistools_en: What was the most popular Starbucks holiday drink in YOUR state? bit.ly/1SlkhM9 pic.twitter.com/lYaj0JJtHE,neutral
838,"RT @LIZ_Y2K: ""LIZ is all smiles leaving @Starbucks baring a bruise on her upper thigh. Did she party too hard the night before?!"" pic.twitter.com/rr94z5HGXN",neutral
839,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
840,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
841,RT @YouUglyOnSkype: Free bleeding and Starbucks twitter.com/beautywins/sta�,neutral
842,RT @Bouzenzil: effects of globalisation. Bimo at Starbucks. pic.twitter.com/U3TNtpobSa,neutral
843,RT @TheComedyPolls: Has Starbucks gotten your name wrong?,neutral
844,RT @ddlovato: Just tried to buy the remaining Holiday Spice inventory from the @starbucks next to my house but there was barely any left... ,positive
845,x2 Grande Ariana Grande Fraps. Yes she's a drink now. Starbucks has a secret menu and they've� instagram.com/p/_7__ows9fN/,neutral
846,"RT @Starbucks: @rebeccadaisy5 There's nothing better than a warm cup of cedary, spicy Christmas Blend. ???",neutral
847,@Starbucks preach it Starbucks sista ,neutral
848,"RT @LIZ_Y2K: ""LIZ is all smiles leaving @Starbucks baring a bruise on her upper thigh. Did she party too hard the night before?!"" pic.twitter.com/rr94z5HGXN",neutral
849,Thou shall be a witness to my 2016 adventures I wasn't able to get a Starbucks planner this� instagram.com/p/_7_rtLIL2Z/,neutral
850,RT @NoToFeminism: I don�t need femism sorry i don�t have time to care about men murdering people at abortion clinics did you know starbucks changed CUP DESIGN,neutral
851,It's 1am and I really want a Starbucks #basicwhitegirl ,neutral
852,I get too comfortable in Starbucks pic.twitter.com/y8vr7n1zXn,neutral
853,"When a member of your Starbucks squad isn't co-operating (yes, I need to change my WhatsApp background) #disloyal pic.twitter.com/QsuSNiQaO3",neutral
854,RT @FinsandFluke: Petition � A call for @Starbucks to lead the world in offering #biodegradable straws and lids chn.ge/1FyihqI via @Change,neutral
855,RT @MostFanFics: Chapter One: meets Harry in Starbucks Chapter Three: having Harrys baby,neutral
856,love it when starbucks give you a free baked good for accidentally emailing you twice,positive
857,@ddlovato YOU HAVE A @Starbucks NEXT TO YOUR HOUSE!? When can I move in? ??,neutral
858,"I LOVe IceCream + frozen fruits & some doughnuts! What if it's w/ a cup of starbucks? Well, basically/actually I love everything! lol ",positive
859,RT @humbertoayala55: Drinking my morning @Starbucks coffee..?,neutral
860,My wish for the new year is a sick new line of Easter cosmetics from lush AND A SHIT LOAD OF STARBUCKS,negative
861,@Arzaylea when you don't wanna waste no Starbucks pic.twitter.com/uD2Af7qS9u,neutral
862,Coffee and a post Christmas catchup with my friend at @starbucksuk earlier. #coffee #eggnoglatte� instagram.com/p/_78py6wKAT/,neutral
863,@AManWithNoDog @Starbucks lol! It just tastes misspelt.,neutral
864,RT @BenPhillipsUK: Netflix and Chill by night... Starbucks and stress by day! ,neutral
865,@SirJS @Starbucks I'm sure it wasn't Malaycious,neutral
866,Tea and a good book solves all the world's problems #harrypotter #orderofthephoenix #Starbucks #tea pic.twitter.com/6C2zLRN7wC,neutral
867,RT @sonyaamatharux: @jaydhillon_ I got you a Starbucks as well:( i actually spoiled you that day,neutral
868,"I appear to be growing thick black hairs on my arms...it doesn't make any sense, as I'm not employed by Starbucks.",neutral
869,@jaydhillon_ I got you a Starbucks as well:( i actually spoiled you that day,neutral
870,How @starbucks Malaysia spell my name pic.twitter.com/A4cXIcA3AN,neutral
871,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
872,Why has a guy stopped me and fran outside starbucks telling us all about his car business ,neutral
873,goo.gl/0LnCwZ #GiftCards #Coupons Starbucks London Big Ben Gift Card 2011 #6074 � twitter.com/GiftCard_Coupo�,neutral
874,Had my final #eggnoglatte of 2015 (and a mango passion) @StarbucksUK #catchup #friend #coffee pic.twitter.com/RKHHysWgMC,neutral
875,RT @MostFanFics: Chapter One: meets Harry in Starbucks Chapter Three: having Harrys baby,neutral
876,"@renkyIo yeah, i love it. its like 80% better than the starbucks on lord st",negative
877,RT @deegeemariegift: #snowwhite #evilqueen #disney #disneyvillain #starbucks #coffee etsy.com/listing/256092� #etsymntt #tea #gift #gifts pic.twitter.com/mcsDiYAD04,neutral
878,RT @deegeemariegift: #snowwhite #evilqueen #disney #disneyvillain #starbucks #coffee etsy.com/listing/256092� #etsymntt #tea #gift #gifts pic.twitter.com/mcsDiYAD04,neutral
879,RT @deegeemariegift: #snowwhite #evilqueen #disney #disneyvillain #starbucks #coffee etsy.com/listing/256092� #etsymntt #tea #gift #gifts pic.twitter.com/mcsDiYAD04,neutral
880,RT @deegeemariegift: #snowwhite #evilqueen #disney #disneyvillain #starbucks #coffee etsy.com/listing/256092� #etsymntt #tea #gift #gifts pic.twitter.com/mcsDiYAD04,neutral
881,RT @lilysoutter It's #Giveaway time! Just #RT & #Follow us to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ??,neutral
882,@Starbucks heres a pic relating to my last tweet pic.twitter.com/jUNjPMHnwJ,neutral
883,Starbucks Christmas blend is spot on ,neutral
884,@Starbucks At a drivethrough earlier I asked for my drink to be soy it was repeated back to me & I didn't (cont) tl.gd/n_1so4c3p,neutral
885,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
886,"I need Cherry Halls, Panera broccoli cheddar soup, Starbucks, and a warm blanket.",neutral
887,"Here's to 2016, bring me happiness #newyear #starbucks #starbucksredcup #littleandlarge @� instagram.com/p/_721-yvF4r/",neutral
888,"RT @AmericanIndian8: Starbucks, Wake Up and Smell the Coffee: Palm Oil Is Destroying Our Planet goo.gl/JnoCwX #INDIGENOUS pic.twitter.com/3ytoM9CyPY",neutral
889,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
890,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
891,People on Facebook moaning that companies like Amazon and Starbucks aren't paying their fair share of tax...doesn't stop them using them tho,neutral
892,"Love this @starbucks #cardiffbythesea (@ Starbucks in Cardiff, CA) swarmapp.com/c/lNUWfwh13TU pic.twitter.com/fjCfua9O5X",positive
893,Surely I'm dying tonight. About time canna be arsed anymore. Asc/Yids/millwall/Berlin/Starbucks,neutral
894,"RT @withfries2: Many ask what we look for in #startup #founders: metrics yes, but also love like Howard Schulz re: @Starbucks pic.twitter.com/9CSmGhFkb4",positive
895,RT @ExplicitBronnor: @DeanSherwood we got Starbucks dean :)? pic.twitter.com/v5CkN7uhiU,neutral
896,"RT @ScarpaLee: I'm in serious need of Starbucks, fuckboys have drained my soul",neutral
897,"I'm in serious need of Starbucks, fuckboys have drained my soul",neutral
898,RT @ddlovato: Just tried to buy the remaining Holiday Spice inventory from the @starbucks next to my house but there was barely any left... ,positive
899,RT @LovingCheryl_xo: When you pretend that your name is Cheryl in Starbucks!?? Hope u have an amazing Christmas ly pic.twitter.com/Fgu8PbbYAF,positive
900,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
901,RT @BenPhillipsUK: Netflix and Chill by night... Starbucks and stress by day! ,neutral
902,Yummy Snowball frapp� and snowball muffin @StarbucksUK pic.twitter.com/0LZMyrW012,neutral
903,RT @ExplicitBronnor: @DeanSherwood we got Starbucks dean :)? pic.twitter.com/v5CkN7uhiU,neutral
904,I spend my days plotting against those who order a caramel frappuccino no coffee in Starbucks they're very easily identified,neutral
905,Starbucks accelerates mobile order rollout after successful pilot - Business Insider apple.news/AMiXEuPjkR9m9b�,neutral
906,"@JustGiving Will include Starbucks/Costa/Nero/Coffee... which I seem to indulge whenever I go to the cinema or, well, am in proximity.",neutral
907,@LifeWithLeigh @Starbucks I need a per but I'm watching pull getting ready for Jan 13th,neutral
908,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
909,"@renegade_male Will include Starbucks/Costa/Nero/Coffee... which I seem to indulge whenever I go to the cinema or, well, am in proximity.",neutral
910,@KatieEMcGrane @Starbucks just call me Susan,neutral
911,@LifeWithLeigh @Starbucks li not Lee nope li not Leigh no li...,neutral
912,RT @LVStratosphere: GOOD NEWS! @Starbucks will be open on #NYE so you still have time to hold off on the New Years Resolution ?? pic.twitter.com/latqJ9DGUN,neutral
913,@CupcakeCornerUK @SarahHeaton_ @StarbucksUK @Coeliac_UK no obvious sign saying wrapped available wouldn't buy for family get very ill,neutral
914,RT @blondeyebrow: @austraelians @EXlTSONG onence upona time i went into Starbucks and ran into luke h he spilt his coffee all over my titties u Carry on as lu,neutral
915,@austraelians @EXlTSONG onence upona time i went into Starbucks and ran into luke h he spilt his coffee all over my titties u Carry on as lu,neutral
916,RT @ddlovato: Just tried to buy the remaining Holiday Spice inventory from the @starbucks next to my house but there was barely any left... ,positive
917,RT stephroberts136: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? �,neutral
918,The best things in life are free. Concert Tickets: LOL Merch: LOL Food: LOL Internet: LOL Car: LOL Starbucks: LOL Pizza: LOL,positive
919,The best things in life are free. Concert Tickets: LOL Merch: LOL Food: LOL Internet: LOL Car: LOL Starbucks: LOL Pizza: LOL,positive
920,The best things in life are free. Concert Tickets: LOL Merch: LOL Food: LOL Internet: LOL Car: LOL Starbucks: LOL Pizza: LOL,positive
921,The best things in life are free. Concert Tickets: LOL Merch: LOL Food: LOL Internet: LOL Car: LOL Starbucks: LOL Pizza: LOL,positive
922,"lmaooooooo no shade bt thts fully like asking ""where are all the cars w tyres on them"" ""where are all the Starbucks tht serve coffee"" DYIN",neutral
923,@pblockwest @BullshirePolice 'but it's 0745hrs now?!' *early turn arrive with Starbucks and bag of food* #wipethemout #allofthem,neutral
924,RT @ddlovato: Just tried to buy the remaining Holiday Spice inventory from the @starbucks next to my house but there was barely any left... ,positive
925,"@BintyMustard I�m down there in the new year, I�ll see if she wants to discuss it over a Starbucks",neutral
926,RT @Social_Mime: White noise is what you hear when you walk into a Starbucks.,neutral
927,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
928,RT @BEYONCEFANFIC: Beyonc� buys her local Starbucks just to fire the smartass who wrote 'Kelly' on her cup.,neutral
929,#Win SIGNED copies of the Coming Home Series by Meli Raine + $25 at Starbucks! #XpressoBookTours cancersuckscouk.ipage.com/bookblitz-the-�,neutral
930,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
931,RT @ddlovato: Just tried to buy the remaining Holiday Spice inventory from the @starbucks next to my house but there was barely any left... ,positive
932,RT @OfficialBradlee: Im playing Pocahontas loudly in Starbucks bc I have 0 fucks to give,neutral
933,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
934,"RT @TheEmmaMcNamara: Last night I dreamed that my playlists were broadcasted in Starbucks across America, leading people to demand an ABBA reunion tour.",neutral
935,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
936,"@TTcenzo hey, I pay as much tax as Starbucks, I demand to have my say!",neutral
937,Starbucks white chocolate mocha drinks are only �1 in asda..... justsaying,neutral
938,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
939,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
940,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
941,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
942,RT @ddlovato: Just tried to buy the remaining Holiday Spice inventory from the @starbucks next to my house but there was barely any left... ,positive
943,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
944,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
945,Oh good ... We've moved on from foreign aid to Starbucks being responsible for the floods ...,neutral
946,#ayylmao #Coffee #Starbucks #selfie #mlp #funny #meme #lol #why #fluttershy #rarity #applejack #pinkiepie #yiff #cl� pic.twitter.com/qGsr6QmmhL,neutral
947,"A weightloss product that works and for �3.00 a day, that's less than a coffee from Starbucks pic.twitter.com/bQ325mIQso",neutral
948,#ayylmao #Coffee #Starbucks #selfie #mlp #funny #meme #lol #why #fluttershy #rarity #applejack #pinkiepie #yiff #cl� pic.twitter.com/VIhNl7O8gL,neutral
949,#ayylmao #Coffee #Starbucks #selfie #mlp #funny #meme #lol #why #fluttershy #rarity #applejack #pinkiepie #yiff #cl� pic.twitter.com/wryOMho5r4,neutral
950,"@tidalfight I'll give you a piggy back to the nearest Starbucks and back, drinks on me ??",neutral
951,@JackAndJackReal @JackJackJohnson my mum made me cry in Starbucks today bc she got me tickets for your Europe tour pt2 for my birthday,neutral
952,@Debaser92 @Rosa_la and look how we're punished for that. My family home now is literally a toilet in a Starbucks. Literally.,neutral
953,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
954,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
955,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
956,@rosebiscuit bah can't believe you didn't stay longer in Edinburgh with @iconicred ! Also I saw Emma Watson &bf at the airport Starbucks lol,neutral
957,RT @ThatBucketList: Both of my personalities @Starbucks pic.twitter.com/2tm0IN02kk,neutral
958,RT @girlgroupstory: ? Imagine getting Starbucks with Kyungri ? pic.twitter.com/RFDqHin5AS,neutral
959,RT @girlgroupstory: ? Imagine getting Starbucks with Kyungri ? pic.twitter.com/RFDqHin5AS,neutral
960,Screw you Starbucks pic.twitter.com/9jlMZoLYwq,negative
961,"@timshires yes incredibly Street is even more advanced in the bus dept than Yeovil. Even Costa, Starbucks & Burger King close by 6pm here",neutral
962,RT @stupidfactzhere: Starbucks coffee farmers would need to work for 3 days before they could afford to buy a cup of their own coffee.,negative
963,RT @BigNeechi: Niggas pullin up to Starbucks like this lookin for the white women ?? ?? pic.twitter.com/lkNBZNlpZr,neutral
964,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
965,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/sVQQBOFcwQ,neutral
966,@lilysoutter #giveaway love Starbucks xx,positive
967,@lilysoutter It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ??,neutral
968,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/9DXC4oNHed,neutral
969,RT @BigNeechi: Niggas pullin up to Starbucks like this lookin for the white women ?? ?? pic.twitter.com/lkNBZNlpZr,neutral
970,RT @BigNeechi: Niggas pullin up to Starbucks like this lookin for the white women ?? ?? pic.twitter.com/lkNBZNlpZr,neutral
971,"RT @poleinbelfast: I saw a guy in Starbucks today. No phone. No laptop. No tablet. Just sitting there, looking out the window and sipping coffee. Total psycho.",neutral
972,RT @lilysoutter It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ??,neutral
973,RT @OfficialBradlee: Im playing Pocahontas loudly in Starbucks bc I have 0 fucks to give,neutral
974,RT @rtyour2015: drank starbucks ;),neutral
975,"""Why would you get tea at Starbucks??"" - Adam frudencunt 2015 @Adam_0kk",neutral
976,RT @johntleeds: London: if ur nr Charing X / Embankment go to Starbucks Villiers St. Do 180 and go in @VilliersAllDay opposite. Just lovely. ?? ,positive
